BALTIC OPERATIONAL AND OCEANOGRAPHICAL SYSTEM (BOOS)
OCEANOGRAPHIC DATA
STATIONS

BOOSNR	= Station Number used in BOOS
PLATFORM	= Platform ID
STATION	= Station Name (Vessel Name)
LAT	= Latitude in decimal degress
LON	= Longitude in decimal degress
 
TYPE	= Station Type
where
FP	= Fixed Platform
TG	= Tide Gauge
MB	= Moored Buoy
FB	= Ferrybox/Vessel
GL	= Glider
CT	= CTD Profiles 
SF	= Lightship

DATUM	= Sea Level Reference Datum

OWNER/PROVIDER/PU = Station Owner / Data Provider / Production unit
where
BSH	=	1850	Federal Maritime and Hydrographic Agency	larissa.mueller@bsh.de
CTH	=	3506	Chalmers Technical University	guinnar.elgered@chalmers.se
DMI	=	469	Danish Meteorological Institute	vh@dmi.dk
DMU	=	3037	Danish Centre for Environment and Energy	las@dmu.dk
EMHI	=	872	Estonian Meteorological and Hydrological Institute	urmas.lips@phys.sea.ee
EPA	=	680	Environmental Protection Agency	aaa@aaa.am.lt
FISHSEC	=	991	Federal Research Centre for Fisheries	info@fishsec.org
FM	=	1217	Swedish Armed Forces	johanna.linders@smhi.se
FMI	=	1725	Finnish Meteorological Institute	pekka.alenius@fmi.fi
GBG	=	-	City of Gothenburg	johanna.linders@smhi.se
HZG	=	2842	Helmholtz-Zentrum Geesthacht	wilhelm.petersen@gkss.de
IMWM	=	193	Institute for Water Management	magdalena.kaminska@imgw.pl
IOPAS	=	195	Institute of Oceanology	wichor@iopan.gda.pl
IOW	=	116	Baltic Sea Research Institute Warnemünde	iowinfo@io-warnemuende.de
KDI	=	466	Danish Coastal Authority	cas@kyst.dk
KMRC	=	617	Kristineberg Marine Research Station	johanna.linders@smhi.se
LEGMA	=	892	Latvian Environment, Geology and Meteorology Agency	jurijs.siskins@lvgma.gov.lv
LHEI	=	698	Latvian Institute of Aquatic Ecology	anda.ikauniece@lhei.lv
LLUR	=	2537	State Office for Agriculture, Environment and Rural Areas of Schleswig Holstein	poststelle@llur.landsh.de
LNU	=	4812	Linnaeus University	johanna.linders@smhi.se
LUNG	=	993	State Agency for Environment, Nature and Geology, Mecklenburg-Vorpommern	poststelle@lung.mv-regierung.de
METNO	=	1212	Norwegian Meteorological Institute	bruce.hackett@met.no
MIG	=	1241	Maritime Institute Gdansk	anstas@im.gda.pl
MSI	=	713	Marine Systems Institute at Tallinn University of Technology	urmas.lips@msi.ttu.ee
NERI	=	729	National Environmental Research institute	las@dmu.dk
NIVA	=	1417	Norwegian Institute for Water research	pierre.jaccard@niva.no
NIOZ 	=	630	Royal Netherlands Institute for Sea Research	dmg@nioz.nl
NWAHEM	=	911	North-West Regional Administration for Hydrometeorology and Environmental Monitoring	gvi@meteo.nw.ru
RAS	=	685	P.P.Shirshov Institute of Oceanology	office@ocean.ru
RIHMI	=	681	All-Russia Research Institute of Hydrometeorological Information	nodc@meteo.ru
RUMS	=	2710	Federal Hydrometeorology and Environmental Monitoring Service	opnikitin@mail.ru
SMA	=	1215	Swedish Maritime Administration	lars.tornquist@sjofartsverket.se
SMF	=	618	Stockholm Research Centre	johanna.linders@smhi.se
SMHI	=	545	Swedish Meteorological and Hydrological Institute	johanna.linders@smhi.se
STE	=	1218	Stena Line	johanna.linders@smhi.se
SYKE	=	1104	Finnish Environmental Institute	seppo.kaitala@ymparisto.fi
UMF	=	622	Umea Research Centre	johanna.linders@smhi.se
UT	=	3138	University of Tartu	ivan.kuprijanov@ut.ee
WSA	=	2313	German Federal Waterways and Shipping Administration	larissa.mueller@bsh.de

PARAMETERS	= Parameters (myo_code) provided from each station. See MYO_PARAMETERS.txt for more information.


BOOSNR	PLATFORM	STATION	LAT	LON	TYPE	DATUM	OWNER	PROVIDER	PU	PARAMETERS
40084	SMHISR5C4	SR5 / C4	61.0833	19.5833	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40085	SMHISR8	SR8	61.1333	20.9333	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40086	SMHISS29	SS29	61.1083	20.2667	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40087	SMHISTMIDDELGRUND	ST MIDDELGRUND	56.5667	12.2167	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40088	SMHISTOLPETROSKEL	STOLPE TRÖSKEL	55.2750	16.5167	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40089	SMHISWVINGAGF4	SW VINGA  GF4	57.5500	11.5250	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40090	SMHITROSKELNALANDSHAV	TRÖSKELN ÅLANDS HAV	59.6600	19.8833	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40091	SMHIUS2	US2  ULVÖDJ	62.8500	18.8917	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40092	SMHIUS3C6	US3 / C6	62.7500	19.2000	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40093	SMHIUS5BC1	US5B / C1	62.5867	19.9750	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40094	SMHIUS7	US7	62.6000	20.8333	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40095	SMHIWFAROSUND	W FÅRÖSUND	57.9400	19.0444	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40096	SMHIWLANDSKRONA	W LANDSKRONA	55.8667	12.7500	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40097	SMHISODRAMIDSJOBANKEN	SÖDRA MIDSJÖBANKEN	55.7543	17.7322	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40098	SMHISEGERSTADII	SEGERSTAD-II	56.4917	16.8667	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40099	SMHIC3	C3	62.6528	18.9523	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40100	SMHIF3A5	F3 / A5	65.1667	23.2333	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40101	SMHIMS4C14	MS4 / C14	62.1000	18.5483	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40102	SMHIVADEROARNABUOY	VÅGBOJ VÄDERÖARNA	58.4833	10.9333	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40103	SMHIOLANDSODRA	4.5 NO ÖLANDS SÖDRA	56.1667	16.6417	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
40104	SMHIBY23	BY23 / LL7	59.8497	24.8338	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40105	SMHILL12	LL12	59.4833	22.9000	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40106	SMHILL15	LL15	59.1833	21.7468	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40107	SMHIHUVUDSKARBUOY	HAVSBOJ HUVUDSKÄR OST	58.9333	19.1667	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40108	SMHITANGESUNDBUOY	KUSTBOJ TÅNGESUND	58.0746	11.4925	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40109	SMHINORRAMIDSJOBANKEN	NORRA MIDSJÖBANKEN	56.2167	17.2667	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40110	SMHIWHAMMERODDE	W HAMMER ODDE	55.3092	14.5990	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL								

40301	SMHIALSBACK	ALSBÄCK	58.3233	11.5467	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40302	SMHIBJORKHOLMEN	BJÖRKHOLMEN	58.3877	11.6267	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40303	SMHIBYFJORDEN	BYFJORDEN	58.3333	11.8833	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40304	SMHIBYTTELOCKET	BYTTELOCKET	58.3537	11.2400	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40305	SMHIDANAFJORD	DANAFJORD	57.6675	11.6867	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40306	SMHIEALVSBORGSBRON	E ÄLVSBORGSBRON	57.6917	11.9067	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40307	SMHIGALTERO	GALTERÖ	58.1097	11.8100	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40308	SMHIHAVSTENSFJORD	HAVSTENSFJORD	58.3125	11.7733	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40309	SMHIINSTORANNA	INSTÖ RÄNNA	57.9017	11.6667	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40310	SMHIKOLJOFJORD	KOLJÖFJORD	58.2300	11.5800	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40311	SMHIKOSTERFJORDEN	KOSTERFJORDEN	58.8683	11.1033	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40312	SMHISKALKORGARNA	SKALKORGARNA	57.6788	11.7683	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40313	SMHISTRETUDDEN	STRETUDDEN	58.3433	11.4033	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40314	SMHIVALO	VALÖ	57.5500	11.8083	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40315	SMHIASTOL	ÅSTOL	57.9197	11.5933	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40351	SMHISTIGFJORDENINRE	STIGFJORDEN INRE	58.0917	11.6367	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL

40401	SMHIN5	N5 KUNGSBACKAFJORDEN	57.4067	12.0500	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40402	SMHIN6	N6 KUNGSBACKAFJORDEN	57.3600	12.0297	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40403	SMHIN7	N7 OST NIDINGEN	57.3033	11.9883	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40404	SMHIN13	N13 VÄRÖ	57.1367	12.1067	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40405	SMHILX	LX	56.4847	12.7788	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40406	SMHIWHALLANDSVADERO	W HALLANDS VÄDERÖ	56.4538	12.2313	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40407	SMHIS5	S-5	56.3155	12.6522	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40408	SMHISI2	SI-2	56.2787	12.8107	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40451	SMHIOVF11	ÖVF 1:1  HÖGANÄS	56.2167	12.5167	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40452	SMHIOVF32	ÖVF 3:2  LUNDÅKRA	55.7850	12.9067	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40453	SMHIOVF48	ÖVF 4:8  LOMMA	55.6867	13.0367	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40454	SMHIOVF411	ÖVF 4:11 LOMMA	55.6517	13.0350	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40455	SMHIOVF52	ÖVF 5:2  HÖLLVIKEN	55.5133	12.8817	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL

40501	SMJHIFALSTERBO	FALSTERBO	55.3253	12.9412	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40502	SMHIABBEKAS	ABBEKÅS	55.3858	13.6430	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40503	SMHIVH4	VH4 / HANÖ-4	55.6500	14.2975	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40504	SMHIVH1	VH1 / HANÖ-1	55.9833	14.5138	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40505	SMHIVH3A	VH3A	55.8330	14.3343	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40506	SMHIK1	K1  / INRE SÖLVESBVIKEN	56.0415	14.5855	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40507	SMHINY	NY  / NV ASPÖ	56.1317	15.5025	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40508	SMHIL12	L12 / FALKVIK	56.0282	14.5788	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40509	SMHIK12	K12 / RONNEBYFJÄRDEN	56.1583	15.2967	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40510	SMHIK29	K29 / SV LINDESKÄR	56.1582	15.2770	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40511	SMHIK6	K6  / S KASEN	56.1117	14.8242	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40512	SMHIK7	K7  / KARLSHAMNSFJÄRDEN	56.1617	14.8625	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40513	SMHIK24	K24 / PUKAVIK	56.1448	14.6983	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40514	SMHIK27	K27 / NASTENSÖ	56.1482	14.9420	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40515	SMHIK28	K28 / TJÄRÖ	56.1682	15.0403	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40516	SMHIK30	K30 / TJÄRNÖ HAMN	56.1248	14.9688	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40517	SMHIK19	K19 / TORHAMNS SKÄRGÅRD	56.0817	15.8183	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40518	SMHIK21	K21 / SO VERKÖ	56.1483	15.6603	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40519	SMHIK26	K26 / SALTÖ	56.1582	15.5537	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40520	SMHIKAARV4	KAARV4 / NO ASPÖ	56.1367	15.6003	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40521	SMHIKL8	KL8 / KRISTIANOPEL	56.2533	16.0408	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40522	SMHIS10	S10 / ÖSTRA STÄRKFABRIK	56.1367	15.9542	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL

40551	SMHIK3V	K3-V	56.7183	16.3600	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40552	SMHIK11MV	K11-MV	56.6283	16.3817	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40553	SMHIK15MV	K15-MV	56.6350	16.3083	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40554	SMHIB1V	B1-V	56.8867	16.6500	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40555	SMHIM1V	M1-V	57.0250	16.4917	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40556	SMHIM3V	M3-V	56.9583	16.4633	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40557	SMHIM5V	M5-V	57.0000	16.4900	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40558	SMHIM6V	M6-V	56.9783	16.4500	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40559	SMHIM7V	M7-V	56.9142	16.4458	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40560	SMHIMB1VMS	MB1-VMS	57.0650	16.5742	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40561	SMHIMB2V	MB2-V	57.0992	16.5650	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40562	SMHIMB24V	MB24-V	57.0642	16.6167	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40563	SMHIMB210VMSF	MB210-VMSF	57.0450	16.6283	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40564	SMHIREFV2	REF V2	56.7733	16.5000	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL

40601	SMHIO1V	O1-V	57.3675	16.5733	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40602	SMHIOKG1V	OKG1-V	57.4092	16.6950	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40603	SMHIREFO3V	REF O3-V	57.2650	16.4800	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40604	SMHIREFV2V	REF V2V	57.8608	16.4583	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40605	SMHISJOANGSVIKEN	SJÖÄNGSVIKEN (LOFTA HAM)	57.9053	16.7068	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40606	SMHIV1V	V1-V	57.9000	16.7033	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40607	SMHIV22V	V22-V	57.6542	16.5933	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40608	SMHIV3V	V3-V	57.8367	16.4583	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40609	SMHIV6VMS	V6-VMS	57.5883	16.5358	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40610	SMHIVA03	VA03 / INRE VALDEMARSVIK	58.1932	16.6237	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40611	SMHIVA04	VA04 / YTTR VALDEMARSVIK	58.1540	16.6858	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40612	SMHIVA05	VA05 / VALDEMARSV KR-TA	58.1255	16.7338	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40613	SMHIVA06	VA06 / FYRUDDEN FÅGELÖ	58.2017	16.8555	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40614	SMHIVA08	VA08 / ORREN	58.2497	16.8075	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40615	SMHIVA09	VA09 / FÅNGÖ	58.1798	16.9632	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40616	SMHIVA10	VA10 / ÅLÖSUNDET	58.1213	16.8218	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40617	SMHIVA11	VA11 / KAGGEBOFJÄRDEN	57.9997	16.6717	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40618	SMHISO1	SÖ1 / INRE MARSVIKEN	58.6720	16.9892	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40619	SMHISO3	SÖ3 / YTTRE MARSVIKEN	58.6607	17.0427	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40620	SMHISO06	SÖ06 / SLÄTBAKEN	58.4487	16.5637	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40621	SMHISO8	SÖ8 / ÖRSBAKEN YTTRE	58.7025	17.1702	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40622	SMHISO11	SÖ11 / SJÖSAFJÄRDEN	58.7337	17.1092	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40623	SMHISO13	SÖ13 / TRÄNNÖFJÄRDEN	58.3893	16.7302	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40624	SMHISO14	SÖ14 / HAFJÄRDEN	58.3653	16.9502	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40625	SMHISO15	SÖ15 / KORSFJÄRDEN	58.3200	16.8218	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40626	SMHISO16	SÖ16 / NV SJÄLPELLES	58.7090	17.2143	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40627	SMHISO17	SÖ17 / O HERTIGÖ	58.7207	17.2480	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40628	SMHISO21	SÖ21 / S SKEPNA	58.7427	17.3562	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40629	SMHISO25	SÖ25 / GUPAFJÄRDEN	58.7737	17.5295	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
40630	SMHISO26	SÖ26 / GUNNARBOLFJÄRD	58.8048	17.4798	CT	-	SMHI	SMHI	SMHI	TIME LATX LONX PRES TEMP PSAL TUR2 TUR4 DOX1 LGHT SVEL
